number of bedrooms,number of bathrooms,living area,lot area,number of floors,Area of the basement,living_area_renov,lot_area_renov,Distance from the airport,Price,condition of the house
4,3,3150,9318,2,0,3150,9318,50,705000,3
3,1.75,2600,7668,1,1300,1980,13664,58,700000,4
5,3.25,3940,9780,2,0,3550,8468,68,695000,3
3,1.75,1600,4400,1,570,2150,4000,72,690000,3
4,3.5,3770,47480,2,0,3380,42689,50,665000,3
3,2.5,2330,15536,1,0,3320,17461,72,665000,3
3,1.75,1458,858,2,508,1458,3000,66,620000,3
3,2.5,1980,3128,2,90,2160,2240,52,615000,3
3,2.5,2010,3667,2,0,2350,3600,61,605000,3
3,2.25,2100,5562,2,0,2420,18135,71,600000,4
2,1.75,2470,5562,1,1330,1790,5175,73,597000,4
4,2.5,1690,4080,1.5,550,1600,4590,67,591500,4
3,2.5,2940,4799,1,1230,2540,4616,51,589000,3
3,2.5,2250,4337,2,0,2250,4721,58,589000,3
4,2.5,3110,6479,2,0,3110,7075,72,585000,3
3,1.75,1740,5500,1,770,1740,7250,69,577000,5
2,1,1220,5040,1,0,1420,5040,66,555950,3
2,1,1510,11165,1.5,0,2210,8851,56,549000,4
3,2.5,1280,1845,3,0,1450,1889,68,545000,3
3,2.5,2520,5000,3,0,1130,5000,51,540000,3
2,1.25,1230,1569,2,180,1100,1230,74,540000,3
3,2,2350,209088,1,0,2300,209088,60,539000,3
2,2,1510,5133,1.5,0,1470,6000,61,535000,3
2,2.5,1900,2983,2,0,1510,3876,69,530000,3
2,2.25,1430,1210,2,90,1430,1016,69,522500,3
4,2.5,2160,9750,2,0,2840,10535,79,518000,3
3,2.25,2260,54014,1,810,2140,44431,74,514000,3
3,1.5,1360,11250,1,0,1440,11250,50,499950,4
3,3,2060,1850,2,660,1910,2951,56,497000,3
2,1.5,1920,6250,1,860,2070,6250,55,495000,3
2,2.25,1290,1137,3,0,1290,1332,75,481000,3
3,2.5,2270,4488,2,0,2360,4427,76,480000,3
4,1.5,1380,7800,1,300,1770,7503,54,477000,3
4,1,1420,6000,1.5,0,1420,6180,75,475000,3
3,1.5,1480,13457,1,0,2100,10517,67,475000,3
3,2.25,1420,990,3,0,1350,1415,59,467000,3
3,2.25,2080,50965,1,490,2270,51836,75,460000,3
3,2.5,1690,3827,2,0,1690,3129,50,449000,3
3,2.5,2360,4670,2,0,2420,5620,61,441500,3
4,1.5,1510,6460,1,440,1450,6630,56,435000,3
3,1,1550,4160,1.5,0,1590,5000,62,425000,4
2,1,930,5368,1,0,1770,6000,58,420000,4
2,1,880,3200,1,0,1880,6000,66,415000,3
3,2.5,3040,6054,2,0,2650,6054,76,410000,3
2,1,810,7440,1,0,830,7500,60,408000,5
5,2,2740,8230,1.5,530,2130,8232,52,407500,3
3,2.25,1430,1448,3,0,1430,1383,54,407000,3
3,2.25,1180,14258,2,0,1860,10390,62,400000,3
3,1,1000,6947,1,0,1000,6947,75,390000,3
3,2.25,1450,4667,2,0,1490,4667,62,382000,3
3,3.25,1450,1468,2,350,1450,1478,59,380000,3
2,1,1010,4050,1,0,2310,5000,65,375000,3
4,2.5,2340,13445,2,0,2340,11188,62,360000,3
3,2.5,1870,3584,2,0,1900,3920,80,345000,3
3,2.5,1620,5992,2,0,1620,4644,74,345000,3
4,2.25,2530,24700,2,0,2650,24700,68,340000,3
2,1,720,7250,1,0,1760,7250,72,330000,3
3,2.25,2020,8379,2,0,2020,8031,59,328000,3
4,2.25,1800,4500,2,0,2010,5050,66,321000,4
3,2.25,1410,8909,2,0,2050,8909,76,318000,3
6,3.5,2120,5840,2,0,1860,8000,77,317000,5
1,1,570,6000,1,0,1530,6000,80,310000,2
3,2.25,2110,7350,1,580,2640,7777,77,298700,3
3,1.75,1360,10742,1,400,1830,9000,70,296000,5
3,1.75,1590,41550,1.5,300,2990,6464,75,295500,3
4,3,1730,7264,2,0,1500,12104,65,265000,3
4,2,2300,8400,1,1150,1230,8400,74,258750,4
3,2.5,1730,6930,2,0,1780,6930,74,258000,3
3,1,1450,7850,1.5,0,1360,10400,70,257000,5
3,1,1100,5000,1,0,1020,5000,74,249900,3
3,2.5,1490,2138,2,0,1490,2094,57,237000,3
3,1,1790,6120,1,0,830,6120,50,225000,3
5,4.75,6200,13873,2,1760,2940,13525,75,3300000,4
4,3.75,4490,34982,2,0,4470,37525,51,1680000,3
6,3.25,3750,14150,2,1000,2140,7968,77,1250000,5
2,3,2330,3600,2,460,2950,7200,60,1050000,5
4,4.25,3250,19168,2,890,1800,9000,75,980000,3
6,2.25,3830,11180,1,1390,2500,10400,58,887000,5
6,2.5,3760,12978,1,1400,2300,7362,70,838300,3
3,2,1750,2640,1,740,1750,4560,62,808250,3
4,2.25,2130,8734,2,0,2550,8800,68,802000,4
3,2.5,2900,23550,1,1410,2900,19604,73,770000,3
4,2.5,3300,10764,1,1580,2290,10975,51,765000,4
4,1.75,2100,7960,1,760,2060,7960,80,735000,3
4,2.5,2860,6600,2,0,2790,6723,80,666500,3
3,2.5,3000,5000,1.5,890,1970,5000,72,666000,4
3,2,1940,6440,1,970,1730,4640,63,651000,5
4,1.75,1550,7350,1.5,0,1860,7350,50,645000,4
3,2.75,2240,3600,2.5,590,1716,3120,60,625000,3
4,3,1540,4140,1.5,0,1460,5000,59,624000,5
5,3.5,3560,5008,2,750,2910,5026,61,616950,3
4,1.75,1770,9848,1,400,2040,9587,60,606150,3
5,1.75,2980,53578,1,750,2860,75546,66,575000,4
4,2.5,3010,6181,2,0,2960,6515,52,568500,3
5,3.5,2700,11675,1.5,750,2160,8114,53,565000,4
3,1.75,1480,383328,1.5,0,1480,67082,74,560000,3
3,2.5,2160,7584,2,0,2160,7372,70,555000,3
4,3,2670,5000,2,0,2300,5000,51,550000,3
4,3.5,3510,6005,2,760,3090,5866,76,540000,3
4,2.5,2710,9248,2,0,2710,5000,61,540000,3
3,1,1330,40259,1,0,1710,34787,51,535000,4
3,1.75,1680,7770,1,0,1880,7770,60,530000,4
3,2,3080,17700,1,1340,2100,15100,72,530000,4
5,1.75,2140,8580,1,940,1600,9206,77,528000,3
4,2.25,2330,19436,2,0,1910,10055,76,527000,3
4,2.5,2030,39049,1,500,2400,14605,71,515000,4
3,1,1180,6000,1,0,1680,6000,63,507000,3
3,1.5,1830,217800,1,820,2450,165963,55,505000,3
3,2.5,1820,1545,3,180,1440,1290,62,504500,3
3,2.5,1610,1728,3,0,1540,3090,56,499000,3
3,2.25,1820,8446,2,0,1850,8437,63,469000,3
5,3.5,3931,9497,2,1281,3510,9497,76,450000,3
1,1,850,6567,1,0,2160,9794,78,440000,4
4,2.5,1540,1994,2,0,1540,1689,75,439990,3
3,2.25,2230,4551,1.5,780,2060,7200,60,439000,5
4,2.5,1970,8545,2,0,2590,7200,58,438000,3
3,2,1520,5040,2,0,1860,8710,66,434900,3
3,1.75,1540,9450,1,500,1200,5400,50,433500,4
3,2,1300,2250,2,0,1300,4500,63,422500,3
3,2,1380,15426,1,0,1380,15426,57,406430,4
3,1,1180,7210,1,0,1700,7210,76,383001,4
3,1.75,1260,11224,1,0,1570,11052,56,375000,5
1,1,800,533610,1.5,0,1790,216057,65,375000,5
3,1.75,1310,7811,1,0,1530,7800,77,373000,3
4,2.75,2610,9426,1,1250,1600,9426,75,368000,3
3,2.5,1484,1761,3,0,1484,4320,56,365000,3
3,2.75,1420,955,2,260,1420,955,56,362000,3
3,2.25,1445,1087,2,145,1410,1336,73,355000,3
3,2.25,2470,10290,2,240,1970,10150,56,350000,3
3,1,1240,10800,1,0,1810,10800,80,350000,5
2,1.75,1030,1066,2,265,1030,1106,72,335000,3
4,1,1400,9384,1.5,0,1600,8432,52,325000,4
1,1,730,1942,1,0,1020,2044,51,325000,3
3,1,1160,9750,1,0,1160,10565,66,322500,3
4,2.5,2440,7093,2,0,1860,6072,66,310000,3
3,2,1760,6092,1,0,2590,6255,76,295000,3
3,1,1440,4268,1,400,1370,4268,59,285000,3
5,2.25,2350,13000,1,0,1570,11440,73,277554,3
3,1.5,1950,7620,1,940,1850,7620,65,275000,4
3,2.25,1650,10000,2,0,1420,10000,78,266750,3
4,2.25,2300,7524,2,0,2270,8025,73,263850,4
3,2,1310,8069,1,0,1310,8392,71,240000,3
5,1,1920,19040,1,760,1920,11520,79,230000,3
3,2,1310,7332,1,0,1530,7362,70,230000,3
3,2,1760,9900,1,0,1190,9900,59,229000,4
4,1.5,1370,7944,1.5,0,1370,9181,55,219000,3
3,1,1220,22443,1,0,1260,19950,80,201000,4
1,1,720,5000,1,0,1170,5000,68,185000,4
1,1,480,4560,1,0,890,4803,71,170000,3
3,1,1450,6776,1,0,1680,7200,70,150000,3
2,1,790,6426,1,0,1380,6946,70,100000,3
5,3.75,4220,9240,2,800,3380,9240,68,1580000,5
3,3.25,3990,8505,2,1120,3640,8505,65,1500000,3
3,2.75,2730,38869,1.5,790,2630,28188,73,1340000,3
4,2.75,3410,7750,1,1700,3080,8525,71,1100000,5
4,3.25,3780,11200,2,0,3720,11813,73,1030000,3
4,3.25,3770,982998,2,0,2290,37141,79,998000,3
3,3.75,3710,34412,2,800,2390,34412,73,998000,3
4,2.5,3420,183387,2,0,2260,34613,53,975000,3
6,1,2330,5000,1.5,0,1570,5000,72,950000,4
5,2.5,4150,96574,2,0,3320,40803,63,930800,3
4,1.75,2800,5400,1,1400,1490,5400,51,863000,3
4,2.5,3480,6315,2,1120,3620,5233,74,852500,3
4,2.75,3130,13412,2,990,2260,9984,60,835000,3
3,3.25,3230,7639,2,0,3230,7772,51,817500,3
4,4,2680,6000,1,1300,1930,6000,71,777000,3
5,2.25,3060,13630,2,0,3430,10700,74,749999,3
4,2,2050,4400,1.5,0,2320,5500,65,740000,4
3,2.5,2410,9916,2,0,2310,8212,73,700000,4
3,3.75,2380,3600,1.5,690,1990,3520,60,695000,3
3,3.25,3080,12100,2,1000,2100,6581,59,695000,3
4,3,2160,4400,1,840,1430,4400,55,665000,5
3,1.5,1540,5040,2,0,1590,3600,79,659000,3
4,2.5,2370,9517,1,740,2440,9035,79,655000,3
4,2.5,2160,3139,1,1080,1650,3740,56,650000,3
3,2,1810,17006,2,0,2180,24911,50,649000,3
3,2,1650,7104,2,0,1730,7104,65,643500,3
3,1.75,1580,20588,1,0,2080,7800,63,625000,3
6,3,3030,31920,1,1360,2890,35100,59,624500,4
3,1.75,1720,8117,1,550,1760,7276,60,583500,4
4,2.5,2800,8190,1,1100,2460,8165,67,569500,3
3,2.25,1700,8800,1,850,2180,8960,75,565000,5
3,2.5,2400,5500,2,0,2230,54450,58,562000,5
3,3,1330,5040,2,210,1810,1770,72,552100,4
3,2.5,1280,1889,3,0,1450,1889,65,540000,3
3,1.5,1380,4290,1,300,1510,3900,59,525000,3
4,2,2420,10735,1.5,0,1570,9540,77,525000,3
5,2.75,2620,8861,1,1270,1940,10800,78,519000,5
4,1.75,1520,9600,1,520,1510,9000,78,508450,4
4,2.5,2840,18001,2,0,2500,18001,71,500000,3
3,2.25,2010,7447,2,0,2230,7846,64,500000,3
3,2.5,3110,9015,2,0,2650,8960,61,485000,3
6,4.5,2940,7500,1.5,0,2010,7500,55,482500,4
3,1,1860,6360,1,390,1770,6175,78,460000,3
3,1.75,1420,8250,1,0,2020,8250,74,460000,4
4,1,1700,7689,1,620,1700,7333,59,456000,3
5,2.25,3470,28212,1.5,680,2020,28177,72,455000,4
3,2.5,2530,43733,2,1000,1730,43548,66,454000,3
4,2.5,2425,9017,2,0,2725,7019,51,447500,3
3,2.25,2100,205603,2,0,2396,187308,66,437500,3
4,2.5,2650,6000,2,0,2630,6381,77,428400,3
3,2.25,1450,1486,2,290,1370,1437,55,419700,3
2,1,720,4323,1,0,1460,3300,54,405000,3
4,2.5,1850,9136,2,0,1930,7873,76,405000,3
4,2.5,2120,13780,2,0,1880,12000,60,403950,3
6,3,3320,15600,1,1660,2330,15360,60,400000,4
3,2,1500,2506,1,630,1500,4662,73,395000,3
3,2.5,1720,4515,2,0,2220,4618,61,389000,3
4,1.75,1830,11090,1,770,1990,10917,55,383000,3
2,2,1340,4447,1,0,1350,4458,59,381000,3
3,1.75,1330,9417,1,620,1690,7937,61,375000,5
4,2.25,1450,7245,1,0,1660,7800,65,375000,5
4,1.75,1680,6834,1.5,0,950,7425,79,375000,3
2,2.25,1100,1695,2,0,1100,3082,66,374000,3
4,2.5,2720,8666,2,0,2410,8100,61,370000,3
2,2.25,860,696,2,0,1100,3000,68,345000,3
3,1,980,7228,1.5,0,1070,7228,72,340000,3
3,1.75,1410,16105,1,0,1550,18615,50,307000,3
3,1,910,8658,1,0,1170,10200,67,306000,3
3,2.5,1981,5700,2,0,1981,5894,58,303700,3
4,2.5,2200,5730,2,0,2200,5772,68,299900,3
3,1.75,1250,9486,1,0,1270,9600,61,295000,4
4,2.5,2240,6944,1,930,1780,7477,62,287500,3
2,1,910,4662,1,0,890,6050,80,280000,5
4,1.75,2000,8700,1,990,1490,7350,77,275000,5
3,2,1380,3500,2,0,1620,3900,72,275000,3
3,1,1200,4592,1,400,940,4440,68,260000,3
3,2.5,1440,2500,2,0,1440,5000,78,260000,3
3,2.25,1810,11800,1,570,1810,5641,64,251700,3
4,2.25,2190,9113,2,0,1570,8306,72,245000,3
3,1.5,1580,10517,1,0,1400,10658,78,233500,4
2,1,1240,12092,1,280,1820,7460,54,232000,3
4,2.5,1700,6675,2,0,1570,7540,56,215000,3
3,1.5,1250,9484,1,0,1320,9600,74,210000,4
2,1,790,5985,1,0,1030,5985,66,200000,3
2,1,770,9370,1,0,1060,9352,70,180000,3
3,1,920,7314,1,0,1010,7420,54,125000,3
2,1,1560,5000,1.5,0,2620,5400,75,724000,4
2,1.5,1110,1200,3,0,1110,1363,53,320000,3
2,1,940,9330,1,0,1900,6145,62,255000,3
3,1.75,2090,12026,1,0,1700,9496,72,248500,4
2,1,630,6000,1,0,1470,6840,75,190000,3
4,1,1790,8400,1,530,1470,8400,79,401500,4
3,2.5,1800,2792,2,0,1580,2617,57,379900,3
4,3,3330,6990,1.5,1000,2620,5310,71,1240000,5
5,3.5,4180,17841,2,1020,3260,12608,75,1020000,3
4,2.5,2230,3600,2,600,2410,4800,58,1000000,5
4,3,4040,19700,2,0,3930,21887,66,988000,3
4,2.5,3600,6055,2,0,3590,6050,79,923990,3
4,2.75,3140,9085,1,1570,2430,9350,80,920000,5
4,2.5,3300,10250,1,910,1950,6045,60,905000,3
4,2.5,2520,4950,2,0,1810,3500,60,865000,3
5,3.5,3630,4911,2,840,3600,4992,80,834950,3
3,2.25,2780,6000,1,1110,2780,6000,65,834500,4
5,2.75,2860,6000,2.5,480,2240,6000,64,750000,4
3,1.75,1490,16200,1,0,2070,16200,66,685650,5
3,2.5,2920,9096,2,0,2930,7995,65,675900,3
4,2.75,3060,35380,1,1250,1980,10425,74,657000,3
3,1.75,1530,5000,1,510,1530,5000,78,635000,3
4,2.5,2540,4727,2,0,3640,5129,69,630000,3
3,2,1860,42800,1,930,1980,11250,66,615000,4
3,2.25,2530,45234,2,0,3110,35617,73,615000,4
2,1,1530,6450,1,0,1530,5000,72,590000,4
3,2.5,2600,4438,2,0,2600,4904,61,581000,3
2,1.5,1990,6000,1,560,1350,6000,57,580000,3
3,1.75,1890,11141,1,0,2720,11144,80,575000,4
3,1.75,2580,40392,1,1190,2460,46173,57,570000,3
4,2.5,2120,9163,1,670,2120,9166,65,550000,4
4,3,2360,6678,1,600,1640,6380,65,550000,3
3,2.75,2230,14400,1,770,2200,13280,69,550000,4
3,2.5,2170,3200,1.5,890,1180,1224,74,539000,5
4,2.5,1720,3515,2,250,1140,2208,66,536500,3
3,1.5,1260,3135,1,480,1540,3025,61,499000,4
4,2.5,2550,6382,2,0,2430,5900,62,492000,3
3,2.5,2430,5867,2,0,2620,5866,76,485000,3
3,2.5,1690,2890,2,0,1690,2730,62,475000,3
4,2.5,2320,7800,2,0,2090,5721,51,470101,3
3,2.5,1470,3000,1,540,1470,5588,78,435000,3
3,2.25,1630,10500,1,530,1640,9794,75,425000,3
3,2.5,2070,3986,2,0,2090,3986,74,423700,3
4,2.25,2520,8000,1,840,2300,8000,70,415000,3
4,1.75,1510,9176,1,0,1480,9176,55,402000,5
4,2.25,2120,53578,2,0,2120,53578,77,379500,4
3,1,1290,10125,1,0,1760,14460,70,362000,4
1,2.25,2060,10600,1.5,500,2060,11880,50,360000,3
4,1.75,1680,9244,2,0,1840,9387,50,359000,3
4,2.5,2470,5015,2,0,2470,5100,74,352000,3
3,1,1010,8551,1,0,1310,8504,67,350000,5
3,1,1120,9134,1,0,1340,7302,71,343000,4
4,2.25,2060,8400,1,760,1990,7383,63,340000,3
2,1,1360,69260,1,0,1460,69260,59,335000,4
3,2.25,1770,8755,1,440,1910,8710,54,327500,3
3,1.75,2100,14850,1,0,1930,17238,73,323000,4
4,2.25,3340,8000,2,0,2230,8000,70,311000,4
2,1,1100,27007,1,0,1746,91476,69,303000,4
3,1,1010,6300,1,0,1480,7480,75,300000,3
4,2,2050,8750,1,750,2050,8750,74,300000,3
3,2.5,1870,8541,2,0,2150,7789,80,299990,3
3,1.75,1160,7006,1,0,1670,7750,67,285000,4
3,2.5,1890,3629,2,0,1980,4000,72,285000,3
3,1.5,1280,974,3,0,1420,1422,64,281000,3
3,1.75,1440,9253,1,450,1550,7156,60,274000,3
3,2.25,1750,8400,1,400,2020,9110,54,270000,3
1,1,720,5196,1,0,1580,5762,59,270000,3
3,1.75,1250,5546,1,0,1640,4791,70,268000,4
2,1,960,5150,1,0,1010,5000,60,267500,5
3,1.5,1030,4000,1,0,1460,9463,72,267000,4
3,2.5,1410,2500,2,0,1290,5190,50,265000,3
3,1.5,1750,7000,2,0,1840,9305,51,260000,3
2,1,770,9497,1,0,1550,7532,75,257000,3
3,2,1140,11161,1,0,1720,8587,74,250000,4
3,1.75,1450,12125,1,0,1210,12125,58,243000,4
3,1,1040,7800,1,0,1780,8400,67,240000,3
3,1.75,1480,7830,1,0,1130,7553,78,237500,3
2,1,810,8494,1,0,1050,7975,69,237500,3
3,1,1200,7200,1,0,1200,7420,57,210000,3
3,1,1010,8108,1,0,1110,8108,67,200000,3
3,1,840,8470,1,0,840,8450,78,169950,4
4,4.75,4790,25412,2,0,3830,16314,71,1680000,3
4,4.25,5020,5432,2,0,4930,26319,72,1500000,3
4,3.25,3030,5164,1.5,330,1890,4415,59,1350000,5
5,2.5,3200,7863,1,1600,2640,7680,55,1310000,5
4,1.75,3080,6500,1,1380,2960,5711,54,1140000,4
4,4,3770,8899,2,830,3300,8308,60,1100000,3
3,1.75,1810,24586,1,880,3540,14200,55,990000,4
4,2.5,2720,11049,2,0,2750,11049,64,975000,3
4,3,2980,44431,2,340,2010,7332,52,950000,2
4,2.5,3110,11422,2,0,2850,7254,66,925000,3
5,2.25,2700,9000,2,0,2630,9000,66,898000,5
2,1.75,1700,3618,1,440,2200,5000,73,895000,3
3,3.5,3820,145054,2,950,2500,95950,71,830000,3
5,3.5,4790,12957,2,1680,2620,13538,72,818500,3
4,2.5,2750,10159,2,0,3160,10159,52,812500,3
4,3.25,2110,3000,2,0,1780,4000,61,796000,3
4,2,1590,5400,1,600,2190,4800,57,783200,3
4,2.5,2930,7806,2,0,2600,6051,69,782500,3
4,2.5,2990,5280,2,780,2990,6299,72,760000,3
3,2.5,2190,10000,1,650,2880,11782,76,760000,4
5,2.75,3360,9200,2,0,3360,9713,79,738515,3
3,3,2630,4972,2,0,2880,4972,73,731781,3
3,2.5,2070,7200,2,0,1650,8877,66,718000,3
3,2.75,2640,11957,1.5,380,2640,12641,69,698000,3
4,2.5,3160,6961,2,0,3110,5058,62,697000,3
2,1.75,2330,4000,1,1110,2560,9750,75,689000,4
4,3.5,2650,3474,2,420,2330,3474,53,665000,3
3,2.5,2650,11250,2,0,2200,10013,64,660000,3
4,3.5,3420,33106,2,0,3420,36590,51,655000,3
4,2.5,2740,9959,2,0,2630,9905,56,648000,3
4,2.5,1840,220308,2,0,1890,65340,67,620000,3
4,3.5,3110,6829,2,0,2910,7425,75,600600,3
3,1.75,2910,37461,1,1380,2520,18295,78,570000,4
5,4.25,3380,7805,2,0,2790,7805,62,569950,3
5,3,2200,6380,1,760,1960,5800,66,559900,3
3,1.5,1730,5750,1,480,1370,5750,64,550000,3
4,3.25,3420,5012,2,1090,2320,5465,70,548000,3
4,2.5,2710,6937,2,0,2380,5866,70,544999,3
3,1.75,1790,9860,1,380,1820,9555,70,539000,4
6,1.75,2460,6000,1,1230,1560,4275,72,535000,4
4,2.5,2830,6163,2,0,2730,6202,72,527000,3
2,1.75,1340,1368,2,280,2480,1707,69,520000,3
4,2.5,2020,7200,1,1010,1620,7275,71,495000,5
3,2.5,1650,3711,2,0,1760,3762,72,472500,3
5,4,3210,7200,2,800,2750,7200,69,465000,3
3,2.5,2190,17108,2,0,2400,14040,73,463000,3
3,2,1600,7350,1,0,1600,7200,75,460000,4
3,2.5,2130,5205,2,0,2250,5462,50,456000,3
7,4,3150,7800,2,0,1880,6000,58,450000,3
3,1.75,1300,7800,1,0,1520,7344,68,445950,5
5,2,2190,8316,1,800,2010,8316,54,437000,3
3,2.5,1340,8867,2,0,1630,7287,58,432500,3
2,1,1080,3600,1,0,2230,4500,67,429000,3
3,1.75,2500,6840,1,1200,1580,8691,72,425000,3
3,1.5,1970,13709,1,290,2200,16536,79,425000,4
3,1.75,1140,8558,1,0,1490,10530,62,420000,4
3,1.75,1760,5355,1,600,1790,6225,65,405000,3
5,2,2760,6420,1,1380,1400,7112,50,399950,5
3,1.75,1300,8480,1,0,1740,7280,58,397500,3
4,1,1440,8320,1.5,0,1440,9230,57,395000,3
3,2.25,2140,10256,2,0,2040,11717,66,393000,3
6,4,2700,7416,1,1350,2260,5324,68,385000,3
2,2.5,2110,114127,1,520,1960,11250,72,380000,4
4,2.75,3140,24800,1,1060,2850,12900,57,375000,4
3,2.5,2540,11562,1,1250,2230,10310,75,374950,3
4,2.5,3135,5811,2,0,3008,5799,60,374500,3
3,1.75,1570,6975,1,530,1280,7813,61,359950,3
3,2.75,2370,4632,2,0,2290,5012,78,350000,3
3,1,940,9198,1,0,1430,8370,74,347000,3
3,1.75,1870,7500,1,550,1870,7275,72,344950,5
4,2,1590,9100,1,550,1670,9100,73,330000,3
3,2.5,1870,9825,1,620,1380,11475,68,325000,4
3,1,1990,7173,1,0,1320,7245,62,310000,3
3,1.5,1030,8414,1,0,1750,8414,68,301000,4
3,1.75,1830,51836,1,400,1320,51400,78,300000,4
2,1.75,1050,6500,1.5,0,1320,10075,73,295000,4
3,2,1700,6498,1,0,1700,6654,80,290000,3
3,1.5,1970,22486,1,0,1850,20160,76,289000,4
2,1,1260,4800,1,160,1260,2435,80,280000,3
3,1,1530,15975,1,560,1540,15975,78,279000,3
5,1.5,2550,6300,1,990,1380,6300,52,272000,4
3,1,1240,14110,1,0,2060,19350,63,270000,4
3,2,1430,10850,1,0,1610,8015,69,234950,3
3,1,1010,8906,1,0,1150,10414,72,234000,5
2,1,920,7716,1,0,1410,7128,58,229950,3
2,1,860,5800,1,0,900,6000,66,222900,5
3,1.5,1310,9273,1,0,1710,9600,64,222000,4
5,1,1260,8382,1.5,0,910,8382,63,220000,3
3,1,1020,9147,1,0,1600,9700,65,214000,4
3,1,1010,8800,1,0,1550,7700,65,205000,4
4,2,1750,8116,1,0,1440,7865,74,199500,4
4,1,1470,18581,1.5,0,1770,18581,54,180000,3
3,2.5,1520,7200,2,0,1780,7210,75,158000,4
2,1,1040,20524,1,0,1880,38996,75,154000,3
5,3.5,3210,4060,2,920,1940,5000,71,1290000,3
5,4.5,3732,4426,2.5,800,2950,4000,67,1230000,3
5,3.25,5180,19606,1,2570,4050,15296,75,1200000,3
3,2.75,2980,12600,1.5,1390,1520,9660,74,900000,3
4,1,1670,4600,1.5,0,1820,4600,53,875000,5
4,2,3090,41147,1,0,3300,34280,62,870000,3
4,2.5,3340,9800,2,0,1560,9429,77,810000,3
4,2.5,2650,18903,2,0,3270,18843,75,745000,3
2,1.75,1728,95950,1,0,1720,35735,71,730000,3
3,3.25,3410,25741,2,0,1660,25865,77,720000,4
3,1.75,2040,4125,1.5,500,1620,4400,61,710500,4
4,2,2660,8160,1,1280,1660,8160,77,635000,4
3,2.25,1780,1429,3,210,1470,1799,64,620000,3
5,3.25,3920,4832,2,890,2660,4832,54,616200,3
3,2.75,2050,3320,1.5,470,1760,4150,75,613200,4
4,2.5,2660,35010,2,0,2330,35448,74,590000,3
4,2,2400,12753,1,0,1830,12060,80,585000,4
4,2.5,2370,15200,1,710,2360,13879,69,585000,3
4,2.25,2570,36465,2,0,2390,41454,62,580000,4
2,2.5,1280,1051,2,200,1580,1279,74,579000,3
3,3,1730,1902,3,0,1830,1804,54,566950,3
3,3,1720,70567,1,0,2740,70567,75,550388,5
2,1,1260,4000,1,260,1780,4000,67,549950,3
3,2.5,2080,8690,1,650,2400,9625,53,549950,3
4,2.5,2200,110642,1,870,2290,51400,75,535000,5
4,2.25,2970,54450,2,0,2260,6465,72,526000,3
3,1.75,2870,26500,1.5,0,2420,20500,51,525000,3
2,1,1510,3360,1,630,1330,3360,67,525000,3
4,1.75,1730,7980,1,0,2080,8400,54,515000,4
3,1.75,1610,11950,1,400,1610,9363,60,510000,3
4,2.5,1890,7200,1,390,2070,7200,79,506500,4
3,3,2360,2750,2,580,1970,5800,68,498000,3
3,1.75,1510,11120,1,0,2660,10800,77,490000,4
5,2,1910,5508,1,890,1030,7440,62,485000,3
3,2.5,2540,51836,1,720,1650,51836,59,485000,4
2,1.75,1510,4555,1,0,1640,4500,54,473000,3
5,3.75,3860,6901,2,0,3000,8584,76,470000,3
4,1,1540,4500,1.5,0,1920,6000,75,462500,2
3,1,1290,47044,1,140,1960,49658,62,450000,3
4,2.5,2360,81892,1,0,1730,18096,58,445000,3
3,2.5,2420,9592,2,640,2420,9145,78,441500,3
3,1.75,1550,7820,1,340,1550,6900,74,440000,4
2,1,1000,6500,1,0,1280,6500,52,431000,4
4,2.5,2440,5088,2,0,2440,5762,73,425000,3
3,2.5,3310,21096,2,0,3310,13835,67,419000,3
7,3.25,4340,8521,2,1790,1890,8951,79,419000,3
1,1,1230,3774,1,400,1300,3774,55,415000,4
4,1,1620,4329,1.5,0,1220,5520,69,415000,3
5,3.5,3672,9742,2,666,2140,9118,57,405000,3
5,3.5,2738,6031,2,0,2738,5201,68,395950,3
2,1.75,1150,2723,1,380,1440,4000,75,390000,4
4,1,1710,117176,1.5,0,1940,12223,56,389900,4
4,2.5,2430,5556,2,0,2430,5556,60,381500,4
3,1.5,1540,8400,1,0,1690,7689,62,380000,5
3,1.5,1630,16170,1,0,1630,9931,68,375000,3
4,2.5,1900,9428,2,0,1830,10480,61,375000,3
4,2.5,2800,5000,2,0,2960,5092,51,375000,3
2,1,1140,5650,1,160,1220,5700,69,374000,3
3,2.5,2080,4307,2,0,2080,4947,67,368000,3
3,1,1180,7573,1,0,1320,7573,58,355000,4
2,1,860,8511,1,0,1554,8499,50,353000,3
4,2.5,2210,13721,2,0,1850,12951,69,353000,3
3,2.5,2540,4760,2,0,2540,4571,63,347500,3
5,2.75,2440,6858,2,0,2300,6858,74,340000,3
4,2.5,2310,6200,2,0,2480,6200,77,334000,3
3,2.25,1340,4080,1.5,170,1670,4080,79,330000,3
3,2.25,2140,7200,2,0,1890,7455,64,280000,4
2,1,1140,10404,1,0,2200,11550,78,275000,3
3,1,1190,27215,1,0,1450,56628,73,275000,5
4,1.5,1800,8786,1,470,1780,8664,57,272750,3
5,2.75,2920,5250,1.5,1120,1220,5250,79,265000,5
3,1,1420,7420,1.5,0,1290,6600,63,264250,3
3,1.5,1320,9750,1,0,1530,9750,65,260000,3
3,1,1690,13184,1,0,1130,13451,68,260000,4
